,text
1014,"Even with the recent Omicron-fueled surge of coronavirus cases, family travel is rebounding in a big way in the U.S… https://t.co/4c0bceCfom"
1015,"RT : UKGMT —   UK children pick 'anxiety' as their word of 2021 ... given the impact of Covid-19 on education, and concerns abo…"
1016,"RT : Autistic pupils will be among those missing from school. Even before the pandemic, school was too often a hostile plac…"
1017,Mental Health During the First Year of the COVID-19 Pandemic: A Review and Recommendations for Moving Forward… https://t.co/fWlfKZQWxA
1018,"RT : Again, Omicron is not just 'the mild one': ""Apart from that, other symptoms of long COVD include fatigue, persistent cough…"
1019,Jemima Atar is a great author! Proud to host her (honest and refreshing) writing at  https://t.co/xoJkAKE59E
1020,"Again, Omicron is not just 'the mild one': ""Apart from that, other symptoms of long COVD include fatigue, persisten… https://t.co/1F8rVtF7Fg"
1021,"RT : ""If we don’t work on accepting our anxiety, we can easily get stuck in a process of feeling anxious about feeling anxi…"
1022,"RT : ""If we don’t work on accepting our anxiety, we can easily get stuck in a process of feeling anxious about feeling anxi…"
1023,"RT : ""If we don’t work on accepting our anxiety, we can easily get stuck in a process of feeling anxious about feeling anxi…"
1024,"RT : ""If we don’t work on accepting our anxiety, we can easily get stuck in a process of feeling anxious about feeling anxi…"
1025,"RT : As Texas universities and colleges begin a fifth semester during the COVID-19 pandemic, many students say they are struggling…"
1026, I know how you feel. Especially when you lose crucial years to pandemic and get nothing except hair fa… https://t.co/Y1xq9ixmNl
1027,"""If we don’t work on accepting our anxiety, we can easily get stuck in a process of feeling anxious about feeling a… https://t.co/5qGjMDHzbr"
1028,"How Hypnotherapy Can Help With COVID-19 Anxiety

For many people, the uncertainty surrounding coronavirus is the ha… https://t.co/Q8Q1j4MU0y"
1029,For clarity: I took the third jab and didn't want any blood test out of anxiety re : being vaccinated too soon afte… https://t.co/tdtVyu4DDt
1030,"RT : South Dakota Indigenous community ‘disproportionately’ affected by COVID-19 
“We are seeing a lot of patients who are dealing…"
1031,"The anxiety effect of lots of information on vaccination side effects:
most of the side effects that people experie… https://t.co/buw7JnuGhK"
1032,"RT : Levels of depression and anxiety rose sharply over December in the UK, especially among young adults, reaching similar…"
1033,"Levels of depression and anxiety rose sharply over December in the UK, especially among young adults, reaching simi… https://t.co/GdemRufnve"
1034,"RT : Help for experiencing #anxiety during the #pandemic.
#MentalHealth JF
https://t.co/0owKXOuhfB"
1035,"""School closures and social lockdown during the first COVID-19 wave were associated with adverse mental health symp… https://t.co/n4XApV7v7V"
1036,"RT : Depression rise at Christmas linked to stress over Covid-19 :
https://t.co/c4eMcVhCZi #mentalhealth #wellbeing #stress #a…"
1037,"RT : Needles can be scary for many of us, and with most children now eligible for their COVID-19 vaccine, parents may be unsur…"
1038,"RT : Depression rise at Christmas linked to stress over Covid-19 :
https://t.co/c4eMcVhCZi #mentalhealth #wellbeing #stress #a…"
1039,"Depression rise at Christmas linked to stress over Covid-19 :
https://t.co/c4eMcVhCZi #mentalhealth #wellbeing… https://t.co/XcuS2fHDUc"
1040,"The great Airforce radiated roach🪳 motel migration compound of 2021-2022. Full of anger, greed, jealousy, resentmen… https://t.co/hDNrozfFGQ"
1041,"Chronic staff shortages, 2am starts and extreme anxiety: inside a Coles supermarkets supply warehouse...… https://t.co/NoMFfNgqeM"
1042,"RT : Needles can be scary for many of us, and with most children now eligible for their COVID-19 vaccine, parents may be unsur…"
1043," It's understandable, Blue Monday just passed, and with COVID-19 it just adds to the anxiety. You've got this, Kim, we all do. 🙌"
1044,"RT : I’m 22 years old and I tested positive for COVID-19. 

I’ve been debating on posting, but I want to share my experience especi…"
1045,RT : Meditation and cardiovascular risk?   well plausible benefit but clinical trials needed... Me…
1046,"RT : South Dakota Indigenous community ‘disproportionately’ affected by COVID-19 
“We are seeing a lot of patients who are dealing…"
1047,We all need a rest from this Crazy Covid-19 and the Anxiety it has created. These are the times that try men's soul… https://t.co/rN5b80k0ux
1048,"RT : Chronic staff shortages, 2am starts and extreme anxiety: inside a Coles supermarkets supply warehouse https://t.co/aRV6Ox4…"
1049, Covid-19 anxiety syndrome is real
1050,"Who, or which organisation if any, is monitoring depression and anxiety levels in Ireland 
⤵️
Worries and anxiety a… https://t.co/VHdQKj8XfR"
1051,"RT : The CDC starts to acknowledge reality, one piece at a time. What excuse is there now to not consider prior infection i…"
1052,your father who has a healthy obsession with war. Its going to be 2 years where the philippines has been stricken w… https://t.co/ZOCG6iqf7I
1053,"RT : South Dakota Indigenous community ‘disproportionately’ affected by COVID-19 
“We are seeing a lot of patients who are dealing…"
1054,"RT : Either because of the fear associated with covid or the virus’s effect on the brain, there is some anxiety and inability…"
1055,Q&amp;A with Deepak Chopra: Dealing with Stress and Anxiety During Covid-19 https://t.co/5bBSzjseoz via . Indee… https://t.co/AvbGXPEXLl
1056,"South Dakota Indigenous community ‘disproportionately’ affected by COVID-19 
“We are seeing a lot of patients who a… https://t.co/0e0gj7Jf3a"
1057,"Either because of the fear associated with covid or the virus’s effect on the brain, there is some anxiety and inab… https://t.co/uQNjSw6oct"
1058,"RT : Needles can be scary for many of us, and with most children now eligible for their COVID-19 vaccine, parents may be unsur…"
1059,"RT : Needles can be scary for many of us, and with most children now eligible for their COVID-19 vaccine, parents may be unsur…"
1060,"RT : Needles can be scary for many of us, and with most children now eligible for their COVID-19 vaccine, parents may be unsur…"
1061,"The Effect of Telemonitoring on Anxiety and Quality of Life in Patients in COVID 19 Quarantine: Status: Completed,… https://t.co/AkoziiAyJZ"
1062,"Women's Menstruation During the Covid-19 Pandemic: Status: Not yet recruiting, 
Condition Summary: Menstrual Irregu… https://t.co/20JIS6qkJU"
1063,"RT : Needles can be scary for many of us, and with most children now eligible for their COVID-19 vaccine, parents may be unsur…"
1064,#EquityStrategy Omicron — Ready or Not. New Zealand is stuck in anticipatory anxiety; waiting for the inevitable ou… https://t.co/1f3cXLwfCt
1065,"RT : Worrying about your health in the time of COVID-19 is only natural, but the stress from constant health anxiety can be…"
1066,"RT : On January 24, join Sunnybrook experts for a virtual talk on Maintaining Wellness during the COVID-19 Pandemic.

Topics:
➡️…"
1067,"RT : As Texas universities and colleges begin a fifth semester during the COVID-19 pandemic, many students say they are struggling…"
1068,"We endured two years, but the luck ran out. Despite our best efforts, COVID-19 has made it into our home. I await m… https://t.co/gbvRd1LEPy"
1069,"As Texas universities and colleges begin a fifth semester during the COVID-19 pandemic, many students say they are… https://t.co/QK8jha9nw0"
1070,"RT : Its funny how everyone cared about the mental health of us students when it came to getting us in the classroom, but nobody…"
1071," Younger people are more vulnerable to stress, anxiety and depression during COVID-19 pandemic: A glob… https://t.co/yVojWC9ApS"
1072,"RT : Workers cited the rapid spread of the COVID-19 Omicron variant as a reason for their increased feelings of anxiety, researche…"
1073,"RT : Workers cited the rapid spread of the COVID-19 Omicron variant as a reason for their increased feelings of anxiety, researche…"
1074,"RT : Workers cited the rapid spread of the COVID-19 Omicron variant as a reason for their increased feelings of anxiety, researche…"
1075,"RT : Workers cited the rapid spread of the COVID-19 Omicron variant as a reason for their increased feelings of anxiety, researche…"
1076,"Workers cited the rapid spread of the COVID-19 Omicron variant as a reason for their increased feelings of anxiety,… https://t.co/PfRXoi3M4D"
1077," Welcome to education during Covid-19, very anxiety inducing."
1078,"RT : Needles can be scary for many of us, and with most children now eligible for their COVID-19 vaccine, parents may be unsur…"
1079,"“This study found that the rate of nocebo responses [headaches, anxiety etc] in placebo arms of COVID-19 vaccine tr… https://t.co/UVUrWBbJDr"
1080,"RT : Needles can be scary for many of us, and with most children now eligible for their COVID-19 vaccine, parents may be unsur…"
1081,"RT : Needles can be scary for many of us, and with most children now eligible for their COVID-19 vaccine, parents may be unsur…"
1082,"RT : Needles can be scary for many of us, and with most children now eligible for their COVID-19 vaccine, parents may be unsur…"
1083,"RT : Needles can be scary for many of us, and with most children now eligible for their COVID-19 vaccine, parents may be unsur…"
1084,"Needles can be scary for many of us, and with most children now eligible for their COVID-19 vaccine, parents may be… https://t.co/aULHyjsDxq"
1085,Descriptive review of internet-based cognitive behavior therapy on anxiety-related problems in children under the c… https://t.co/hM50EsGbzd
1086,"RT : Due to Covid-19, People are not Okay.
If you are a manager or supervisor of people, please remember that everyone is dealin…"
1087,#clinicaltrial The Effect of Telemonitoring on Anxiety and Quality of Life in Patients in COVID 19 Quarantine https://t.co/Rp7w3CauLW
1088,   Can you also help me ? I've purchased twice because I've tried to get… https://t.co/IHwBGmKv9W
1089,"🧵3/ During our second year, COVID-19 spread like wildfire. As the challenges of pivoting to remote learning grew, s… https://t.co/PeI2uwUbas"
1090,WHO Says 2 Drugs can Help Fight COVID-19 😷Can mainstream media PLEASE talk about this positive &amp; promising info. at… https://t.co/eErYdzioFw
1091,"Anxiety mounts as feds temporarily ban flights from India, Pakistan amid soaring COVID-19 case counts | CBC News https://t.co/nadPfAWqT5"
1092,"New Post: Pakistan resists Covid lockdown as economic anxiety mounts – Financial Times https://t.co/wIVf8DFNP2 
.… https://t.co/dHtJ1ygZDv"
1093,"RT : Interpretation 10/10

The response to the COVID-19 pandemic has largely ignored a worsening mental health crisis that includ…"
1094,"RT : Autistic pupils will be among those missing from school. Even before the pandemic, school was too often a hostile plac…"
1095,"RT : #Webinar 
How to Help Children, Teenagers and Young Adults Cope with the Anxiety of the COVID-19 Pandemic ( )
20 J…"
1096,"Worrying about your health in the time of COVID-19 is only natural, but the stress from constant health anxiety can… https://t.co/7FtqFoWuUC"
1097,"Worrying about your health in the time of COVID-19 is only natural, but the stress from constant health anxiety can… https://t.co/ep9d1caO8e"
1098,"Worrying about your health in the time of COVID-19 is only natural, but the stress from constant health anxiety can… https://t.co/U1ePIwNoDu"
1099,“COVID-19 intensified anxiety levels and intensified dysfunctional dynamics already at work within the congregation… https://t.co/RIeUC16q2d
1100,   Glad to hear you are having a good day. Anxiety is so widespread since COVID-… https://t.co/YtIkwsxZYA
1101,A Harvard study reveals that two thirds of the reported side effects to the Covid-19 vaccine are not caused by the… https://t.co/9nvDVLmjts
1102,"RT : Due to Covid-19, People are not Okay.
If you are a manager or supervisor of people, please remember that everyone is dealin…"
1103,"RT : Due to Covid-19, People are not Okay.
If you are a manager or supervisor of people, please remember that everyone is dealin…"
1104,"RT : Due to Covid-19, People are not Okay.
If you are a manager or supervisor of people, please remember that everyone is dealin…"
